[0.977181613, 0.837686419, 0.914483845, 0.952276945, 0.577217042, 0.655771136, 2.173076153, 0.709892273, 0.106842697, 0.978705287],0
[1.685954332, 1.021264315, 1.196498513, 1.295810699, 0.848374426, 0.9162395, 2.173076153, 0.279820889, 1.27882278, 0.991224706],0
[0.885950148, 0.749703467, 0.859853745, 0.860406697, 0.443287313, 0.86714679, 2.173076153, 0.45093438, 1.154971123, 0.697248101],1
[0.758733988, 0.972249746, 1.189642549, 1.352503419, 0.887307525, 0.932714701, 0, 0.38889432, 1.026431203, 0.925975263],1
[0.824236274, 0.845345199, 0.933052897, 1.031547546, 1.398842216, 0.842126608, 0, 0.718859673, 1.274416208, 0.853091478],1
[1.464168549, 0.742715299, 0.858949482, 1.166648149, 0.985785246, 0.588348806, 2.173076153, 0.829397202, 0.307644695, 0.752614498],1
[0.843909442, 1.188644767, 1.144494653, 1.188586116, 0.890238941, 1.313560724, 0, 0.905345976, 0.957143962, 1.824238777],0
[1.055281878, 0.983351707, 1.053431511, 1.189370871, 0.853870869, 1.185278416, 2.173076153, 0.585080087, 1.739268541, 0.854927421],1
[0.897690833, 1.318478346, 1.446928263, 1.646273255, 1.277096272, 1.556652188, 1.086538076, 1.557407379, 1.428086519, 2.771878719],1
[0.690696239, 0.738321841, 0.874026537, 0.946439028, 0.945752859, 0.720529675, 2.173076153, 0.491928428, 1.406400681, 0.415473908],1
[0.915444076, 0.866405427, 0.997213006, 0.896502554, 1.232117057, 0.595869184, 1.086538076, 1.467366934, 1.43659389, 0.858083725],1
[1.491900682, 0.865586162, 0.919135869, 0.926343143, 0.909201622, 0.717117786, 2.173076153, 0.669813275, 1.084072471, 0.805750489],0
[0.592462182, 0.598371744, 0.650291741, 0.976379752, 0.621371746, 0.608538091, 2.173076153, 0.368946314, 0.397578508, 0.904681206],1
[0.847915232, 0.720235586, 0.844042003, 0.707853615, 0.774080992, 0.819206774, 2.173076153, 0.820429802, 1.59166944, 0.828208864],1
[0.932889223, 0.753361762, 0.745751083, 1.094462037, 0.705100775, 0.726292908, 2.173076153, 0.974157393, 0.742460132, 1.229147315],0
[1.304712892, 0.785672486, 0.904680371, 1.220129609, 1.062826872, 0.708275676, 2.173076153, 0.51535362, 0.403728843, 0.693210304],1
[0.888462543, 1.110653162, 1.154931784, 0.985423207, 0.962150574, 1.478927732, 0, 1.433144212, 1.276819706, 0.97668016],1
[1.219810009, 0.83362931, 0.916491628, 0.72600168, 0.618348718, 1.090643167, 1.086538076, 0.936823547, 0.079314016, 0.887726009],0
[0.95877254, 0.861788988, 1.054496288, 0.780685306, 0.524359703, 1.127487063, 2.173076153, 1.032354236, 0.480664492, 0.75679034],1
[0.955999374, 0.867025197, 0.907372177, 0.856004596, 1.064750671, 1.151902795, 0, 1.654585242, 0.818395972, 1.148732901],1
[1.833527088, 0.868597209, 1.079727769, 0.967876136, 1.097362876, 1.13538146, 2.173076153, 0.635956585, 0.826738358, 0.845080793],0
[0.461643249, 0.735461295, 0.69536829, 0.946845233, 0.978273451, 0.700698912, 0, 0.912483335, 1.287443638, 0.898590803],1
[0.776134908, 0.844944417, 0.748529136, 1.072985888, 1.139502168, 0.914400339, 0, 0.919620693, 1.403739452, 0.858046114],0
