0,0.171854556,0.685961783,0.601297975,1.013494134,0.712520897,0.637948632,0,0.411770463,1.885020733,1.041182637
0,0.742253542,0.894844711,0.961862624,1.056980491,0.90489608,0.784750223,0,0.480398864,1.033816814,1.775422335
1,1.071273327,0.730049133,0.794260025,1.018808722,0.697314143,0.827418804,0,1.26020062,0.627705157,1.138573885
0,0.229126483,0.72826004,0.7819134,1.050569296,0.738079369,0.765959442,2.173076153,0.775775552,1.127408266,0.725462675
0,0.885460258,1.539526939,1.793837547,0.858258486,2.861901045,1.100945354,0,2.597265005,0.505521715,0.861711025
1,0.577744424,0.803891659,0.916640282,1.32965827,0.713620245,0.845036447,0,1.097322464,0.600889444,2.127126932
1,1.225625038,0.893429101,0.962049961,1.116561413,1.816754341,1.111652136,0,1.071701288,0.603105605,0.822152615
1,0.857048631,0.96641916,1.097502589,1.326914549,1.429530621,1.152394533,0,0.485157102,0.681065202,0.948084652
1,0.711932302,1.221632123,1.327090979,0.80108732,1.167533994,1.18032968,0,0.770834267,1.701397657,0.864017844
0,1.041668653,0.786493659,0.773070633,0.985462189,0.729468226,0.938513815,0,1.818378329,0.547849,0.940511882
0,0.591900468,0.697712958,0.736459136,1.046200752,1.304120302,0.712998986,0,0.934261382,1.567499399,0.501655996
0,3.224280596,1.682247519,2.11430192,1.834855318,1.396551967,2.123244047,2.173076153,0.929503202,0.588971913,2.715137243
1,0.755579948,0.713157535,0.762639463,0.907516122,0.658472657,0.653291702,2.173076153,0.521758914,1.179237485,0.737750649
0,0.899918854,0.680115581,0.73398447,0.881337404,0.316228122,0.81089747,2.173076153,0.318252802,0.884379566,1.143019915
0,0.716922522,0.78318733,0.796362877,0.789611876,0.448234111,1.00417912,0,0.551406384,1.772425294,0.363514751
0,0.587204099,0.680535913,0.645378053,0.872132599,0.538558841,0.720898449,2.173076153,0.589472294,0.421360284,0.731781185
1,1.003775954,0.649677932,0.697444379,0.850055397,0.458036095,0.698531926,0,1.037844539,0.586053133,0.933699727
1,0.706088781,0.80185622,0.885531425,0.792110622,0.658381104,0.711170137,0,0.314409614,1.237455845,0.831734657
1,0.386100531,0.586720347,0.599215925,0.618181705,1.325464845,0.886777699,0,2.037989378,0.92329663,0.801086664
0,1.484687209,1.147418141,1.455134511,1.420582294,1.451241493,1.10810709,2.173076153,0.697996676,0.355072588,2.285184622
1,2.147919178,0.875204086,1.09345758,0.997065544,1.100111008,0.864073098,2.173076153,0.645839095,0.645941377,0.714464426
0,0.658435345,0.847470582,1.038354397,1.172090888,0.892437518,0.902095199,0,0.536582649,0.898167968,0.899377584
1,1.007781744,0.837399006,0.94810915,0.971031606,0.705009162,0.711723328,2.173076153,0.94231385,0.246717066,0.874753833
1,0.796543658,0.677610874,0.720938921,0.950484931,0.827121556,0.721482515,0,1.100433707,0.649586916,0.868305385
0,0.925944388,1.094512463,0.981859267,0.885388851,1.286440134,1.480418444,0,3.13220048,1.010383844,1.159258008
1,0.939557612,1.092353821,1.128263593,1.150787354,1.638944745,1.023845792,0,1.368175983,0.988318205,0.690074444
0,1.032653809,1.144078493,1.334934354,1.970846415,0.820525825,0.994968116,2.173076153,1.35188818,0.152896211,3.120151043
1,2.619017601,1.229897022,1.557211876,0.82683748,2.33708334,1.538501859,2.173076153,0.639433742,0.507552385,0.894893944
1,0.840093374,1.051246405,1.018146515,1.26847446,0.927889526,1.309662223,2.173076153,2.003400564,0.544064283,1.079362392
1,0.893985331,0.852869093,0.945994377,1.051721334,0.937874675,0.9525249,0,1.01332128,1.003992915,0.811078012
1,0.92377162,1.139018178,1.373390079,1.076113582,1.40443027,1.291276097,2.173076153,0.771017313,2.107222319,0.831555605
0,0.759818792,0.928334475,1.027325392,0.817348778,0.712704182,0.613589287,0,2.153285027,1.175597191,0.719290257
1,1.230531454,0.996766865,1.118546367,0.847144842,0.372383356,1.150714278,0,1.611577988,1.015908718,0.655149162
0,0.577715158,0.628449619,0.626235068,0.789578497,0.341603309,0.741897285,2.173076153,0.762781918,0.244710475,0.965125382
